,text,sentiment
304, is the most innovative company of http t co h gqjpyluf via ,1
2180,is apple inc losing the billion ed market http t co uc kdleflm ,1
3306,shockingly imessage on the desktop is fucked up again great work seriously on point with network services as only you can do ,0
1663,cnbctv has no real competition http t co cygzezqpn,1
679, apple you know your iphone is fucked when the lettering on the screen goes back to front ,0
793, fazenikan i know my iphone dies at like ,0
1555,apple s pt raised by citigroup inc to http t co lnhaofrxu aapl ,1
2272,lastpass debuts change feature for easy password changes mac blog http t co krn ievxhr ,1
2116,i m surprised there isn t more talk about what looked like a flash crash in yesterday biggest range in years and largely ignored,0
379, amy mc blame and their rubbish memory on my phone,0
1014, yeah and don t make them into tablets ,1
2249,just did my first transaction with pay using my card very neat ,1
1665,cnbctv suckers game http t co cpmnqxdwit,0
1755,doh out the ipod at the heart of the m antitrust case is the wrong model http t co scfohyxkin,1
855, jaureganoo i say we start a riot or something i can supply the pitchforks,0
547, apple is laughing its pants off with the school programs here in australia even manage to wringe money out of the poorest of people,0
1883,got a new phone http t co vrronfpukg,1
895, littlewordbites gt a chipping in here i am inspired by the iphone takes incredible photos pin sharp ,1
1273,apple fibonacci levels intraday update aapl http t co i ctid p,1
778, econsultancy on the from to https t co wkiisw os ,1
2667,rt hi please kill itunes with fire and start over ,1
706, appleofficialll on hold minutes update credit yr old to watch sleeping beauty,1
450, apple captures christmas at the house http t co exiskmcmv,1
3385,thanks for changing yet another fuck into duck ,0
2330,mark zuckerberg s newest frenemy cook aapl http t co pzncxfz s,1
1053, sprint refuses to unlock my out of contract iphone sent me to knowing that they can t unlock phones wafwoft,0
2530,reminiscing on the first low cost computer which out of the box you didn t have to be a geek to use http t co xqaspopg k ,1
1182, to be the year of biometrics wearables cryptocurrency and streaming aapl http t co dd nus i n,1
1651,chinese phone vendor claims apple s iphone looks too similar aapl http t co tcrnea yjx,1
2702,rt how apple will boost profits during the holiday quarter and beyond aapl http t co lhsl orjs ,1
1854,fuck you for breaking my music ,0
704, applenws ok look yall still ain t reversed me back to ios idk what the hold up is but ima need yall to get on it,0
69, aapl apple products may have bah humbug holiday survey http t co v pgoghdwd,0
377, allenyork you can already leave snap video messages in apple txts but they go away in mins if you don t watch,0
2261,kantar worldpanel iphone sales in october were aapl http t co g swie bjs,1
2098,i m happy now thnx fags ,1
2062,i ordered a osx from you but it seems like someone is on my network or i have a cloned copy ideas ,0
44, aapl android phones to dominate while ios phone will http t co b vdeyrxtc,0
526, apple i give up you beat me to manually add music to my iphone has left me a broken man ,0
690, apple for the love of gawd center the the damn calendar app you fixed it once its back off center again http t co dmyahem lc,0
157, apple earns more in on quarter than has earned in its lifetime amazon wow facts http t co bpay nh g,1
1479,apple plans to launch iphone mini version in aapl http t co bplf dcyvk,1
37, aapl a developer perfectly summed up limitations of apple watch http t co xv himx ub,0
1309,apple fibonacci levels last intraday update aapl http t co p pcgdlij,1
2485,pacific crest s analyst selling some shares forbes http t co wrgdhxi g,1
199, chrome needs a fucking update asap why do and play this stupid back n forth shit over software ,0
839, itsblaney hey why is this happening to my phone,0
2596,rt why isn t there a vomiting emoji yet http t co iqxtsxmuck,1
866, jimmypasha apple nsa infested shit http t co bmqhnbik ,0
2355,must apple s iphone china unicom lead aapl http t co kgb fuflo ,1
30, aapl steve jobs emails you need to read http t co g kl tx,1
1140, vrich i want a gold metallic macbook to go with my iphone plus ,1
976, onerepublic for sharing pics awesome guys ,1
168, apple just patented an idea would have hated http t co ehk iz t r http t co bi fx pte,0
669, apple yh news apple tumbles as much as percent in unusual trading by chuck mikolajczak new york http t co hnuwafq si,0
1907,ha poor trying to make its ipad and macbook look useful in its commercials not even close to the power of pro ,0
3599,what has done now http t co hlmk pqv,1
1641,cgk had laptop prob today local useless support useless hr at genius bar useless buy a pc next time ,0
2489,pegatron may handle more half of s orders in ios blog http t co mv qyd o ,1
916, mhdadon i haven t decided yet i might get bourgeois about it,1
1976,higher price are not helping apple s shares aapl http t co qtliixy ed,1
1370,apple inc defendants the stand in anti trust lawsuit http t co wnd mdlidr ,1
1172, am and battery die ,0
2357,my badge finally works at my work site just tore the guest sticker badge into many many pieces feel like a new man ,1
3677,why the ipad is anything but doomed aapl http t co fk z opemj,1
1079, swift addiction lol quicktime movs,1
588, apple please get yourself together i need my products to work ,0
3382,thank you mr smug who told me i was at fault for lightening cable breaking err no just read the forums ,0
579, apple on hold min ,0
1195, companies growing faster apple inc http t co qsoc dir ,1
1939,here s how jimmy iovine convinced buy http t co pgehotwfh http t co o g tzpyji,1
1214,a sounds like i need to upgrade to the iphone although my spacious purse holds many items ,1
1994,how do i have then plug in my phone and jumps to stop playing games,0
3715,yesh not you gotta be kidding me http t co mtt mwuvd,1
1988,how apple will boost profits during the holiday quarter and beyond aapl http t co lhsl orjs ,1
1873,god dammit fuck you ,0
2069,i was having wireless drop off connections issues net interruptus with my macbook pro upgraded to yosemite problems disappeared ,0
762, daninicolexo yo whatchoo meeeeean goreella glazz giirrl daaam i ain o monkee ,1
672, apple yh news china reminds apple on need to support privacy security in its products apple can have access http t co hnuwafq si,0
1397,apple inc vs google inc battle of giants aapl http t co jru mzegcg,1
198, bug search for twitter app selecting search the web results are for input bea http t co zasjfa s k,1
1849,fuck you ,0
3602,what is homekit soon you ll control your home with your iphone aapl http t co qbqo prk,1
565, apple maps where is the http t co ,1
2516,props for itc app for reviewing metadata rejected resubmission in just hours ,1
905, marxculture i ll keep it in mind i ve lately been so unhappy with everything that i m moving away from them,0
3618,where are they going with this come on http t co ,1
1411,apple intraday comments pre opening premium users http t co g tedlcb z,1
3334,sp bull index apple experiment spy spx es f xlk aapl http t co ,1
1323,apple bears get paid as put contracts double amid drop http t co kdnl uc yz ,1
696, apple you made a mistake now it s time to or fix all macbook pro with graphics failure http t co n ygo jlt,0
621, apple thanks for making the shittiest chargers,0
162, apple inc price eps estimates by bmo http t co lzzw c xhv via ,1
65, aapl apple loop iphone s jobs and wozniak s garage myth iphone http t co zhmp jzhvi,1
647, apple when u gonna publish gb again to nationwide store i almost cry,0
1341,apple continues beefing up digital audio expertise by hiring dana massie from audience http t co v ofdcnz ,1
2006,how many of top apps of do you have downloaded on your phone http t co btogs cdgc,1
2198,is there ever going to be a moment y all are going to fix the battery mine goes from to in an hour ,0
650, apple why can t i fnd netbot on app store help asap,0
2031,i demand there be a tapatio emoji ,0
369, aevan dude i play trombone i m worried,1
623, apple the fact these itunes updates makes it anal to reset play counts sometimes yall do the mosttttt,0
2749,rt steve wozniak reveals that did not start in a garage http t co rqzubcopx http t co murpwq khb,1
